operatorcontrolnumber,difficultydate,submissiondate,operatordesignator,submitterdesignator,submittertypecode,receivingregioncode,receivingdistrictoffice,sdrtype,jasccode,natureofconditiona,natureofconditionb,natureofconditionc,precautionaryprocedurea,precautionaryprocedureb,precautionaryprocedurec,precautionaryprocedured,stageofoperationcode,howdiscoveredcode,registrynnumber,aircraftmake,aircraftmodel,aircraftserialnumber,aircrafttotaltime,aircrafttotalcycles,enginemake,enginemodel,engineserialnumber,enginetotaltime,enginetotalcycles,propellermake,propellermodel,propellerserialnumber,propellertotaltime,propellertotalcycles,partmake,partname,partnumber,partserialnumber,partcondition,partlocation,parttotaltime,parttotalcycles,parttimesince,partsincecode,componentmake,componentmodel,componentname,componentpartnumber,componentserialnumber,componentlocation,componenttotaltime,componenttotalcycles,componenttimesince,componentsincecode,fuselagestationfrom,fuselagestationto,stringerfrom,stringerfromside,stringerto,stringertoside,wingstationfrom,wingstationfromside,wingstationto,wingstationtoside,buttlinefrom,buttlinefromside,buttlineto,buttlinetoside,waterlinefrom,waterlineto,cracklength,numberofcracks,corrosionlevel,structuralother,discrepancy
ASOA201100379,2/17/2011 0:00:00,2011-01-03 13:18:46,ASOA,ASOA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,667BR,CNDAIR,CL6002B19,7535,18878.0,15412.0,,,,,,,,,,,,FLOOR SUPPORT,,,CORRODED,BS 320,,,,,,,,,,,,,,,320,,,,,,,,,,36.0,R,,,,,,,,,FLOOR SUPPORT ANGLE AT RBL 36 FS 320 HAS CORROSION AROUND A NUTPLATE HOLE. FOUND CORROSION TO BE BEYOND LIMITS. REMOVED FLOOR SUPPORT SIU AT FS 320 AND LOCATED FASTENER HOLES IN NEW FLOOR SILL IAW SRM 51-42-06 AND 51-40-11. INSTALLED FLOOR SUPPORT SECTION LOCATED AT FS 320 RBL 36 IAW SRM 51-42-06 AND SRM 51-42-21. THIS REPAIR IS CLASSIFIED AS A MINOR REPAIR IAW SOP 5702.
V0XR201103110019,2011-11-03 00:00:00,2011-11-04 11:22:57,RAIA,V0XR,B,NM,5.0,G,5347.0,O,,,K,,,,IN,V,808HK,EMB,EMB145EP,157,26399.0,25135.0,,,,,,,,,,,,SEAT TRACK,14532606009,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT SEAT TRACK POSITION A STA 17913.2-20230.0 IS CORRODED BEYOND LIMITS. R & R SEAT TRACK.
ASOA201102144,2011-09-11 00:00:00,2011-11-11 15:19:16,ASOA,ASOA,A,SO,27.0,A,1100.0,O,,,K,,,,IN,V,933EV,CNDAIR,CL6002B19,8022,15193.0,14092.0,,,,,,,,,,,,PLACARD,,,MISSING,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F/A REPORTS ""BOARDING DOOR EXIT PLACARD IS MISSING"". REPLACED BOARDING. BOARDING DOOR EXIT PLACARD IAW AMM 11-30-00."
V0XR201104110001,2011-11-04 00:00:00,2011-11-04 11:38:20,RAIA,V0XR,B,NM,5.0,A,5320.0,O,,,K,,,,IN,V,810HK,EMB,EMB145LR,145231,24195.0,21948.0,,,,,,,,,,,,STAND OFF,14534469001,,BROKEN,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(V0XR) ELEVATOR CABLE OUTBOARD STANDOFF BROKEN AT FR 23, STA 6930. REMOVED AND REPLACED SUPPORT. W/C 1146"
ASOA201102176,11/14/2011 0:00:00,11/18/2011 14:36:06,ASOA,ASOA,A,SO,27.0,A,5312.0,O,,,K,,,,IN,V,606LR,CNDAIR,CL6002D24,15173,8702.0,5964.0,,,,,,,,,,,,BULKHEAD WEB,,,CORRODED,BS 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORROSION FS 280 BULKHEAD LT SIDE WEB CORRODED AT FLOOR LINE WL 72. REMOVED LT BULKHEAD WEB IAW SRM 51-42-06-001-A01, SRM 51-42-21-002-A02 & IAW REO 670-53-11-594, STEP NOTE 1 & 2, 3. INSTALLED WEB IAW REO 670-53-11-594."
AALA20110429TUL02,4/29/2011 0:00:00,2011-02-05 15:53:02,AALA,AALA,A,SW,21.0,A,5311.0,O,,,K,,,,IN,V,583AA,DOUG,DC982,53160,57717.0,29632.0,,,,,,,,,,,,FRAME,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,1309,,29.0,R,29.0,L,,,,,,,,,,,,,2.0,,CORROSION ON LOWER FRAME FLANGE AT STATION 1309 BETWEEN LONGERONS 29 RIGHT AND 29 LEFT. REMOVED DAMAGED SECTION AND INSTALLED J-ANGLE REPAIR PER AARD 53-10-00-17 AND EA MD80-53-016655.
AALA20110502TUL08,2011-02-05 00:00:00,2011-03-05 16:28:58,AALA,AALA,A,SW,21.0,A,5320.0,O,,,K,,,,IN,V,583AA,DOUG,DC982,53160,57717.0,29632.0,,,,,,,,,,,,FITTING,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,1155,,,,,,,,,,,,,,,,,,2.0,,CORROSION ON DOOR CUTOUT LOWER FORWARD FITTING AT STATION 1155. INSTALLED NEW DOOR CUTOUT LOWER FORWARD FITTING AT STATION 1155 PER SRM 51-30-05 AND AARD 51-10-00-5.
DALA1125429871,2011-11-04 00:00:00,4/13/2011 8:09:46,DALA,DALA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,780NC,DOUG,DC951,48102,72571.0,67115.0,,,,,,,,,,,DOUG,ANGLE,,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,743,753,,,,,,,,,44.0,R,,,,,,,,,MAIN CABIN RBL 44 BETWEEN STA 743 AND 753 WEB TO CENTER TANK ANGLE CRACKED. REMOVED AND INSTALLED ANGLE FROM STA 702 TO 785 RBL 44. LOCATED AND DRILLED NEW ANGLE PN S910464024 IAW DC9 SRM 51-30-5 AND DWG 5910464.
VNAA2011050400028,4/28/2011 0:00:00,2011-04-05 14:14:10,VNAA,VNAA,A,GL,5.0,A,3250.0,J,,,O,,,,TO,O,709PS,CNDAIR,CL6002C10,10165,15813.0,15747.0,,,,,,,,,,,,STEERING SYS,,,MALFUNCTIONED,NLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CREW REPORTED A STEERING INOP CAS MESSAGE ON GEAR RETRACTION ON DEPARTURE FROM MLB. CREW CONTINUED TO CLT AND LANDED WITHOUT INCIDENT. MAINTENANCE TROUBLESHOT, RESET STEERING SYSTEM AND PERFORMED CHECKS USING AIRCRAFT MAINTENANCE MANUALS. AIRCRAFT WAS RELEASED FOR SERVICE."
CA110107005,2011-06-01 00:00:00,3/15/2011 7:45:14,,,W,CA,,A,8570.0,O,,,K,,,,IN,V,,DIAMON,DA20A1,,5969.0,,ROTAX,ROTAX912F3,,,,HOFMAN,HOV352F,,,,,PIPE,2072000002,,WORN,ENGINE COOLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING ROUTINE INSPECTION, IT WAS NOTICED THAT THE SPRINGS, WHICH HOLD THE EXHAUST MUFFLER ON, WERE RUBBING AGAINST THE RIGHT RADIATOR PIPE. PIPE WAS REMOVED FOR FURTHER INSPECTION, AS IT IS IN A DIFFICULT AREA TO SEE AND IT WAS FOUND TO BE ALMOST CHAFED RIGHT THROUGH THE WALL OF THE PIPE, WHICH WOULD HAVE CAUSED LOSS OF COOLANT HAD IT WORN ALL THE WAY THROUGH. THIS IS THE 3RD AIRCRAFT OF THIS MODEL TO BE FOUND WITH WEAR IN THIS IDENTICAL LOCATION."
SWIA201126954,7/25/2011 0:00:00,2011-03-08 16:12:00,SWIA,SWIA,A,NM,6.0,A,3350.0,O,,,K,,,,UK,O,820SK,CNDAIR,CL6002D24,15108,12648.0,7372.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT OVERHEAD EMERGENCY LIGHT NOT ILLUMINATING. (FLT 4802) RELAMPED EMERGENCY LIGHT.
DALA1128999875,4/26/2011 0:00:00,4/27/2011 15:04:04,DALA,DALA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,9,784NC,DOUG,DC951,48109,71726.0,65746.0,,,,,,,,,,,DOUG,FLOOR SUPPORT,,,CORRODED,STA 160-200,,,,,,,,,,,,,,,160,200,,,,,,,,,44.0,R,,,,,,,,,"CABIN FLOOR SUPPORT ANGLE, RBL-44, STA 160 TO 200 HAS CORROSION. REMOVED CORROSION FLOOR SUPPORT ANGLE RBL 44, STA 160-200 IAW SRM 51-10-3 MEASURED MATERIAL ORIGINAL THICKNESS FOUND MATERIAL LOSS. OUT OF LIMITS IAW SRM 53-01, FIG 1 FABED FLOOR SUPPORT ANGLE WITH EXTRUSION IAW SRM 53-13-1, FIG: 11 LOCATED AND DRILLED HOLES IAW SRM 51-10-3, PG 40 FOR REMOVAL AND INSTALLATION OF SUPPORT ANGLE, COMPLETED AND INSPECTED."
DALA1130669866,4/22/2011 0:00:00,2011-03-05 15:59:35,DALA,DALA,A,SO,27.0,A,5321.0,O,,,K,,,,IN,V,775NC,DOUG,DC951,47785,73589.0,69813.0,,,,,,,,,,,DOUG,FLOOR SUPPORT,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,256,275,,,,,,,,,20.0,L,,,,,,,,,"MAIN CABIN STA 256 TO 275 LBL 20 FLOOR SUPPORT HAS CORROSION SIZE 1"" X 1"" ORG MAT .094 REMOVED .010 REMANING.084 FLOOR SUPPORT OUT OF LIMITS REMOVED FLOOR SUPPORT IAW DC9 SRM 51-30-2 RECEIVED MAT. FABRICATED, LOCATED DRILLED, DEBURRED, TREATED & PRIMED, INSTALLED IAW DC9 SRM 51-10-4, 51-10-3, 51-30-2, 51-30-5."
ASOA201100867,4/25/2011 0:00:00,2011-06-05 14:29:07,ASOA,ASOA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,720EV,CNDAIR,CL6002C10,10115,19990.0,13824.0,,,,,,,,,,,,ANGLE,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASD LOWER SILL ANGLE ATTACHED TO FUSELAGE IS CORRODED. REMOVED ASD LOWER SILL ANGLE IAW SRM 51-42-06-001-001-A01 AND 57-42-21-001-001-A01. RECIEVED AND DRILLED UP NEW ANGLE COUNTER SUNK AND INSTALLED NUT PLATES REF SRM 51-42-06-001-001 MINOR REPAIR. INSTALL LOWER SILL ANGLE. OK TO INSTALL LOWER SILL ANGLE MAC1QC INSTALLED LOWER SILL ANGLE REF SRM 51-42-06-001-001 AND SRM 51-42-06-001-001 AND 51-42-21-001-001. THIS IS A MINOR REPAIR. (CLOSED)
CA110215005,2011-09-02 00:00:00,3/15/2011 7:45:14,,,W,CA,,A,7921.0,J,,,A,,,,CL,O,,BOMBDR,DHC8400,,,,PWC,PW150A,,,,ROTOL,CR4086123F17,,,,MARSTON,BYPASS VALVE,D2887355C,,FAILED,NR 2 ENGINE,2187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PILOTS REPORT: ""ON CLIMB NR 2 OIL TEMP OBSERVED TO BE 108 DEGREES AND INCREASING. POWER REDUCED. QRH PROCEDURES ACTIONED, AIR RETURN ADVISED BY MX WATCH. NORMAL APPROACH - LANDING CARRIED OUT."" MAINTENANCE REPORT: ""LINE MX TROUBLESHOOTING CONFIRMED FAILURE OF THE NR 2 OIL COOLER BYPASS VALVE. VALVE ASSEMBLY REPLACED & GROUND TESTED IAW THE ACFT`S MM. ACFT RETURNED TO SERVICE WITHOUT FURTHER INCIDENT."""
HNAA2011121300425,12/13/2011 0:00:00,12/13/2011 13:52:27,HNAA,HNAA,A,EA,7.0,A,4940.0,J,,,E,,,,TX,O,804EX,DHAV,DHC8102,227,51293.0,57307.0,,,,,,,,,,,,CONTACTOR,190192002,,FAILED,STARTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APU WARNING LIGHT AND APU STARTER LIGHT ILLUMINATED, WHILE APU WAS RUNNING AND AFTER NR 1 ENGINE START. MX VERIFIED APU CONTACT WAS NOT WELDED. MX INSPECTED APU AND COMPARTMENT. NO DEFECTS NOTED. R & R APU START CONTACTOR IAW MM 24-31-09. OPS CHECKED GOOD.CLOSED CIRCUIT BREAKER N8."
REXA201100393,6/19/2011 0:00:00,6/21/2011 13:08:09,REXA,REXA,A,CE,21.0,A,5312.0,O,,,K,,,,IN,E,8747B,CNDAIR,CL6002B19,7747,19168.0,16779.0,,,,,,,,,,,,ANGLE,,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,559,,,,,,,,,,18.0,L,,,,,0.3,1.0,,,"FS 559 SEMI-PRESSURE BULKHEAD LT CAP ANGLE CRACKED APPROXIMATELY .3 INCH LONG AT LBL 18.0. REPAIRED IAW BOMBARDIER REOS 601R-53-41-260 REV E, AND 601R-53-41-609 REV B, AND BOMBARDIER SERVICE CORPORATION EO'S 601R-53-21611 AND 601R-53-21625."
MASA2011071503228,7/13/2011 0:00:00,7/15/2011 18:00:10,MASA,MASA,A,SW,7.0,A,2560.0,L,,,K,,,,IN,C,918FJ,CNDAIR,CL6002D24,15018,18783.0,15023.0,,,,,,,,,,,,BATTERY,,,DISCHARGED,FLASHLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F/O'S FLASHLIGHT INOP. REMOVED AND REPLACED F/O'S FLASHLIGHT BATTERY, OPS CHECK GOOD."
CA111206008,9/22/2011 0:00:00,9/14/2015 11:03:21,,,Z,SW,99.0,G,2530.0,O,,,O,,,,CR,O,,BOMBDR,DHC8400,,,,PWC,PW150A,,,,,,,,,,SWITCH,,,SHORTED,COFFEEMAKER,831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(CAN) THE F/A RECEIVED AN ELECTRICAL SHOCK FROM THE LT COFFEEMAKER. THE COFFEEMAKER WAS REPLACED, PN 400-2475-01, SN 07-07-41712, ACFT TSN 831, CSN 555."
SWIA201127044,2011-02-08 00:00:00,2011-08-08 17:16:00,SWIA,SWIA,A,NM,6.0,A,3350.0,O,,,K,,,,UK,O,702BR,CNDAIR,CL6002B19,7462,20264.0,16623.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR 1 CEILING EMERGENCY LIGHT IS OUT. (FLT 2855) RELAMPED EMERGENCY LIGHT.
K11A2011082391502,2011-01-06 00:00:00,8/23/2011 8:37:57,K11A,K11A,A,GL,23.0,A,5311.0,O,,,K,,,,IN,V,915CK,DOUG,DC915F,47086,61468.0,74324.0,,,,,,,,,,,,FRAME SPLICE,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,604,,,,,,,,,,48.0,L,,,,,,,2.0,,"FRAME SPLICE PLATE O/B END OF SLICE PLATE SUSPECT CORROSION IN LEFT W/W, 3X5 INCHES."
MASA2011110863980,2011-07-11 00:00:00,2011-08-11 12:48:27,MASA,MASA,A,SW,7.0,A,3240.0,O,,,K,,,,IN,V,911FJ,CNDAIR,CL6002D24,15011,20651.0,16111.0,,,,,,,,,,,,QUICK DISCONNECT,,,BACKED OUT,NR 1 BRAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NR 1 BRAKE TEMP IND 0 NR 2 IS 5. FOUND QD BACKED OUT, RE-SECURED OPS CHECK IS GOOD."
MASA2011082603577,8/25/2011 0:00:00,8/26/2011 15:21:27,MASA,MASA,A,SW,7.0,A,5210.0,O,,,K,,,,NR,O,902FJ,CNDAIR,CL6002D24,15002,20953.0,16463.0,,,,,,,,,,,,STRUT,,,DEFECTIVE,PAX DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PAX DOOR FALLS RAPIDLY. R2 AFT COUNTER BALANCE STRUT, OPS GOOD."
SIMA201131301,2011-08-11 00:00:00,2011-09-11 08:17:32,SIMA,SIMA,A,SW,21.0,A,3397.0,L,,,K,,,,IN,C,613AE,EMB,EMB145LR,145081,29783.0,28196.0,,,,,,,,,,,,CONNECTOR,,,LOOSE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING MAINTENANCE BASE VISIT FOUND THE RIGHT OVERWING EXIT AFT EMERGENCY LIGHT INOPERABLE. THE AIRCRAFT WAS REMOVED FROM SERVICE. RE-SECURED CONNECTOR ON LIGHT ASSEMBLY. NO PARTS REMOVED OR REPLACED. THE OPERATIONAL CHECK WAS GOOD. THE AIRCRAFT WAS RETURNED TO SERVICE.
MASA2011090503627,2011-03-09 00:00:00,2011-05-09 11:26:01,MASA,MASA,A,SW,7.0,A,3350.0,L,,,K,,,,TX,C,919FJ,CNDAIR,CL6002D24,15019,19332.0,15255.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE 3RD CEILING EMERGENCY FLOOD LIGHT INOP. RELAMP EMERGENCY LIGHT.
ASOA201101914,2011-10-10 00:00:00,10/14/2011 14:50:44,ASOA,ASOA,A,SO,27.0,A,5347.0,O,,,K,,,,IN,V,758EV,CNDAIR,CL6002C10,10210,16871.0,11574.0,,,,,,,,,,,,SEAT TRACK,,,CORRODED,BS 785-863,,,,,,,,,,,,,,,785,863,,,,,,,,,,,,,,,,,,,CABIN LT SIDE SEAT TRACK IS CORRODED BETWEEN FS 785-863. REMOVED SEAT TRACK IAW AMM 53-00-49-000-801. INSTALLED NEW SEAT TRACK IAW AMM 53-00-49-400-801-A03.
SWIA201127998,9/30/2011 0:00:00,2011-03-10 18:14:22,SWIA,SWIA,A,NM,6.0,A,3350.0,O,,,K,,,,UK,O,805SK,CNDAIR,CL6002D24,15069,14455.0,8271.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NR 2, 4, 7 OVERHEAD EMERGENCY LIGHTS ARE OUT. (FLT 4467) RELAMPED EMERGENCY LIGHTS."
A6WA201240037,11/30/2011 0:00:00,1/20/2012 11:36:52,A6WA,A6WA,A,GL,31.0,A,5414.0,O,,,K,,,,IN,V,,CNDAIR,CL6002B19,,,,,,,,,,,,,,,SKIN,,,CHAFED,RT NACELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RT UPPER CORE COWL OUTER SKIN CHAFED AT OTBD SIDE. REPAIRED CHAFED AREAS ON RT UPER CORE COWL OUTER SKIN OTBD SIDE IAW REO 601R-71-12-4087, DATED 11/22/11."
REXA201100854,11/18/2011 0:00:00,11/29/2011 9:41:52,REXA,REXA,A,CE,21.0,A,3234.0,J,,,O,,,,NR,O,8837B,CNDAIR,CL6002D24,7837,18953.0,16449.0,,,,,,,,,,,,SELECTOR VALVE,,,DEFECTIVE,MLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GEAR DISAGREE IN FLT. REMOVED AND REPLACED MLG SELECTOR VALVE IAW AMM 32-32-10. OPS CHECK GOOD. VERIFIED PARTS EFFECTIVITY.
FOTR2118615061,11/15/2011 0:00:00,11/29/2011 10:21:04,FOTR,FOTR,B,SO,15.0,A,5311.0,O,,,K,,,,IN,V,794AG,DOUG,DC982,49794,38288.0,43640.0,,,,,,,,,,,DOUG,FRAME,,,DAMAGED,ZONE 100,38288.0,43640.0,,,,,,,,,,,,,1271,,,,,,,,,,2.0,L,,,,,,,,ORIG: 11/16/2011,"AFT CARGO PIT DOUBLE DRILLED HOLE FRAME, STA 1271, LBL 2. REPAIRED ON FASI WO 21186, NR 15061."
ASOA201200179,1/17/2012 0:00:00,1/20/2012 14:44:59,ASOA,ASOA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,331CA,CNDAIR,CL6002C10,10061,23363.0,17124.0,,,,,,,,,,,,WEB,,,CORRODED,BS 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT WEB AT BS 280.00 CORRODED. REPAIRED IAW REO 670-53-11-594.
ASOA201200256,1/23/2012 0:00:00,1/27/2012 14:36:38,ASOA,ASOA,A,SO,27.0,A,2560.0,L,,,K,,,,IN,C,720EV,CNDAIR,CL6002C10,10115,21875.0,15117.0,,,,,,,,,,,,BATTERY,,,INOPERATIVE,MEGAPHONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F/A MEGPHONE INOPERATIVE. REPLACED BATTERY IN MEGPHONE IAW AMM 25-61-14.
JR2R2012020100089,2012-01-02 00:00:00,2012-01-02 12:51:35,MASA,JR2R,B,SW,15.0,G,5310.0,O,,,K,,,,IN,V,917FJ,CNDAIR,CL6002D24,15017,20111.0,16085.0,,,,,,,,,,,,STRUCTURE,SH670320774,,CORRODED,ZONE 100,,,,,,,,,,,,,,,349,364,26.0,R,,,,,,,,,,,,,,,2.0,,DIAPHRAGM BETWEEN FS 349 AND 364 ON AT STRINGER 26R CORRODED. REPLACED DIAPHRAGM IAW SRM 51-42-06 AND 51-42-21.
R61A20120024,2012-10-01 00:00:00,2012-11-01 09:39:30,R61A,R61A,A,GL,11.0,A,3240.0,N,,,O,,,,CR,O,827MD,EMB,ERJ170100SU,17000047,16626.0,12704.0,,,,,,,,,,,,MODULE,8000304,D116,MALFUNCTIONED,BRAKE SYSTEM,16605.0,12703.0,16605.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CREW REPORTED PARKING BRAKE INDICATED ON IN FLIGHT, CREW DECLARED AN EMERENCY AND DIVERTED TO PIT, AIRCRAFT LANDED WITHOUT INCIDENT. MAINTENANCE REMOVED AND REPLACED PSEM NR 1 PER EMB AMM, OPS CHECK GOOD."
2012FA0000227,3/15/2012 0:00:00,4/20/2012 14:02:34,,,C,WP,7.0,G,3245.0,O,,,K,,,,LD,V,4117H,DIAMON,DA40,40938,,,,,,,,,,,,,,TUBE,G156006,,MISMANUFACTURED,TIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFTER TOUCHDOWN, ACFT WAS ABLE TO MAINTAIN DIRECTIONAL CONTROL. REMOVED AND REPLACED OR TIRE WHEEL ASSY. DEFECTIVE TIRE WHEEL ASSY DISASSEMBLED AND A SMALL PUNCTURE DISCOVERED IN THE SIDEWALL OF THE TUBE. DETERMINED THAT THIS WAS A MANUFACTURER DEFECT."
CHQA20120217053,2/17/2012 0:00:00,2/20/2012 13:48:55,CHQA,CHQA,A,GL,11.0,A,3350.0,O,,,K,,,,IN,V,287SK,EMB,EMB145LR,145460,26612.0,21630.0,ALLSN,AE3007A,CAE311655,24128.0,20697.0,,,,,,,BATTERY,RPS1B,5936,FAULTY,EMERGENCY LIGHT,3091.0,2761.0,3091.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CREW REPORTED THAT THE EMERGENCY LIGHTS STAYED ON WHEN NOT COMMANDED TO BE ON. MAINTENANCE REPLACED THE NUMBER THREE BATTERY. OPERATIONAL CHECKS WERE GOOD WITH NO FURTHER DEFECTS NOTED.
SIMA20120301004,2012-01-03 00:00:00,2012-02-03 07:50:33,SIMA,SIMA,A,SW,21.0,A,2560.0,O,,,K,,,,IN,V,677AE,EMB,EMB145LR,14500810,19956.0,17037.0,,,,,,,,,,,,FLASHLIGHT,P2070009520,N6773,BROKEN,COCKPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING MAINTENANCE INSPECTION FOUND CAPTAIN'S FLASHLIGHT BUTTON BROKEN. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED CAPTAIN’S FLASHLIGHT ASSY IAW EMB 145 AMM 33-50-16. OPERATIONAL CHECKS GOOD. THE AIRCRAFT RETURN TO SERVICE.
SWIA201229900,2/29/2012 0:00:00,2012-07-03 16:04:12,SWIA,SWIA,A,NM,6.0,A,3350.0,O,,,K,,,,UK,O,764SK,CNDAIR,CL6002C10,10229,19599.0,11775.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT OVERHEAD EMERGENCY LIGHT IS OUT. (FLT 5351) RELAMPED EMERGENCY LIGHT.
MASA2011102063872,10/18/2011 0:00:00,10/20/2011 11:20:54,MASA,MASA,A,SW,7.0,A,5220.0,O,,,K,,,,IN,V,925FJ,CNDAIR,CL6002D24,15025,18560.0,14856.0,,,,,,,,,,,,COVER,,,LOOSE,OVERWING EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OVERWING EXIT COVER LOOSE. R2 VELCRO ON EXIT COVER.
AALA20120312017,2012-12-03 00:00:00,3/13/2012 16:18:30,AALA,AALA,A,SW,21.0,A,5320.0,O,,,K,,,,IN,V,473AA,DOUG,DC982,49648,68443.0,36459.0,,,,,,,,,,,,MEMBRANE,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,200,215,,,,,,,,,44.0,R,,,,,,,2.0,,CORROSION ON SUBFLOOR FROM STATIONS 200 TO 215 BELOW NUMBER 5 SEAT TRACK. INSTALLED DOUBLER PER AARD 53-20-00-16.
V0XR201205080040,2012-01-06 00:00:00,2012-04-06 07:49:17,N6WA,V0XR,B,NM,5.0,G,5315.0,O,,,K,,,,IN,V,379CA,CNDAIR,CL6002C10,10102,22901.0,16787.0,,,,,,,,,,,CNDAIR,FLOORBEAM,CC670341757,,CORRODED,ZONE 100,22901.0,16797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS 280 FLOORBEAM CORRODED BEYOND SERVICEABLE LIMITS. R & R FLOORBEAM IAW REO 670-53-11-047. TREATED AND PRIMED REPAIR AREA IAW SRM 51-25-06.
2012FA0000372,2012-07-06 00:00:00,6/13/2012 12:38:06,FUBA,O2GA,E,EA,63.0,G,3445.0,J,,,O,,,,CL,O,118RH,CNDAIR,CL6002B16,5516,3181.0,1659.0,,,,,,,,,,,COLLINS,COMPUTER,6228971022,8035,FAILED,TCAS,585.0,585.0,585.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCAS INTERMITTENT DURING FLIGHT AND FAILED DURING DESCENT.
REXA2012032900056,3/29/2012 0:00:00,2012-03-04 14:18:17,REXA,REXA,A,CE,21.0,A,3350.0,L,,,K,,,,IN,C,903XJ,CNDAIR,CL6002D24,15134,11467.0,7501.0,,,,,,,,,,,,CHARGER,110049,22326,FAILED,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY LIGHTS FAIL OPS CHECK. REMOVED AND REPLACED EPSU BATTERY CHARGER 1 IN THE AVIONICS COMPARTMENT AT FS 310.00 IAW AMM 33-51-17. REFERENCE CONTINUATION FOR DETAILS.
R61A201204070215,2012-07-04 00:00:00,2012-09-04 13:39:07,R61A,R61A,A,GL,11.0,A,2565.0,O,,,K,,,,IN,V,138HQ,EMB,ERJ170200LR,17000234,9931.0,7984.0,,,,,,,,,,,EMB,CABLE,17084631401,,BROKEN,R2 DOOR SLIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CREW REPORTED R2 DOOR WOULDN'T DISARM. MAINTENANCE REMOVED AND REPLACED THE R-2 DOOR ARM/DISARM SLIDE CABLE PER EMB AMM. THE R-2 DOOR THEN OPERATED NORMALLY PER EMB AMM OPS CHECKS.
